,Compound,R2,LOQ,SFBlank_1,SFBlank_2,SFBlank_3,Nov11_1,Nov11_2,Nov11_3,Nov13_1,Nov13_2,Nov13_3,Nov14_1,Nov14_2,Nov14_3,Nov15_1,Nov15_2,Nov15_3,Nov16_1,Nov16_2,Nov16_3,Nov17_1,Nov17_2,Nov17_3,Nov18_1,Nov18_2,Nov18_3,Nov19_1,Nov19_2,Nov19_3,Nov20_1,Nov20_2,Nov20_3,Nov21_1,Nov21_2,Nov21_3,Nov22_1,Nov22_2,Nov22_3,Nov23_1,Nov23_2,Nov23_3,Nov24_1,Nov24_2,Nov24_3,Nov25_1,Nov25_2,Nov25_3,Nov26_1,Nov26_2,Nov26_3,Nov27_1,Nov27_2,Nov27_3,Nov28_1,Nov28_2,Nov28_3,Nov29_1,Nov29_2,Nov29_3,Nov30_1,Nov30_2,Nov30_3,Dec1_1,Dec1_2,Dec1_3,FFBlank_1,FFBlank_2,FFBlank_3
136,Perfluorooctanoic Acid (PFOA),0.9916,1,18.79907716,18.69737046,18.51179789,94.87633435,90.3181981,89.26092411,47.34315527,44.82786785,46.38055061,46.10930331,48.07902545,49.44769826,16.49938402,17.19845692,17.81391547,13.52553913,14.05306222,13.80334101,26.1490333,25.83569643,27.32696855,40.81011366,39.18393474,39.9970242,27.84516017,25.53351507,26.34180144,45.54798937,45.52813286,47.49608278,39.2772053,37.13431265,37.41083279,19.43049102,19.16225418,19.54154474,14.74360487,15.13103004,13.71701143,29.51060733,29.6403686,31.33177387,47.97993445,47.79888235,47.9550586,50.24246339,50.84851109,49.83871553,21.81851653,21.42446001,22.35074897,19.25970986,20.3296142,18.05485057,17.84046408,19.80210337,17.66291859,16.38315283,15.87571648,14.2033714,55.13817582,52.32977582,55.2046843,1.528782685,1.413402103,1.492058256
137,PFBA,0.9902,1,<LOQ,<LOQ,<LOQ,12.99202606,12.56469053,10.63475543,<LOQ,<LOQ,<LOQ,7.60418179,7.575557877,6.07470212,1.782582171,1.483409045,3.812573045,2.023564154,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,6.669160789,4.82416,3.891668001,7.972340678,10.15818369,6.807278983,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,5.883773993,5.129848058,5.421937157,1.080105887,-1.009572458,-1.504159693,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,-3.002501327,-3.070546009,-1.521662868,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
138,Phenobarbital,0.9969,5,<LOQ,<LOQ,<LOQ,533.2930483,361.227486,246.6324053,<LOQ,<LOQ,<LOQ,425.2583082,194.1938276,524.7463424,<LOQ,<LOQ,<LOQ,212.3032279,135.6600635,358.1908608,451.6386622,614.0626191,166.0891853,161.3298338,439.5539697,300.4419017,<LOQ,<LOQ,<LOQ,360.0973707,201.574483,665.3271185,533.436608,344.3978183,369.608639,203.8842806,737.5782218,162.5812166,616.1079438,473.419838,407.958884,627.5118881,328.1839268,487.3118268,892.5085611,475.063244,375.9471096,717.7808103,888.5324377,430.9064802,337.3370877,215.6700613,293.1068815,374.2705869,602.1852097,447.4744854,548.4085887,596.9224789,406.9068732,370.9353511,366.1284591,697.6601025,796.4997612,737.4323471,1294.597818,<LOQ,<LOQ,<LOQ
139,Phenytoin,0.9447,1,<LOQ,<LOQ,<LOQ,<LOQ,8.8701195,105.9606858,60.97881291,41.89682135,54.5007418,82.14829414,20.06162678,40.24393283,243.5061826,236.0569254,242.2495359,200.3070387,191.9152854,329.8840013,52.55687788,63.61374522,63.8344738,39.76212756,3.570020522,21.66607404,<LOQ,12.64796478,13.95774001,23.61171532,71.28540882,<LOQ,41.19344298,15.46371344,7.493997465,2.535081903,11.37734317,<LOQ,46.67589693,<LOQ,38.82687702,10.3800543,16.64643822,<LOQ,26.97315979,10.73298749,45.75797066,5.635165896,<LOQ,22.35520974,14.38712327,18.86133989,<LOQ,26.94592759,28.42726588,10.80427347,140.3327927,131.5200102,167.1041532,15.45555642,15.45749641,56.51821675,50.99543254,48.92251528,72.34447501,<LOQ,<LOQ,<LOQ
140,Primidone,0.9897,25,<LOQ,<LOQ,<LOQ,627.647287,472.0332729,1078.341876,612.2494717,873.4622738,783.188225,724.6794363,707.262144,822.7676242,574.1977585,492.7677128,551.1092509,518.8323313,620.8616028,740.3177353,1173.123351,1199.880209,1110.864685,649.2755885,643.0991002,646.1873443,582.4793518,575.8916704,645.4095188,667.2154395,739.5266428,713.1914312,835.1529349,939.4268225,763.2682162,759.3383067,678.6876725,838.9577037,572.9019472,777.0431459,874.4577639,693.1540148,682.6353787,749.560618,787.9388619,1048.823024,739.8736042,1092.507605,895.2206226,880.0881059,679.1338033,559.029877,472.4946201,540.1779054,714.0905265,652.2046655,476.2732473,640.0549645,487.4500309,570.435941,537.1008054,512.4800135,440.4570608,483.3575495,522.6725861,<LOQ,<LOQ,<LOQ
141,Progesterone,0.9927,5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,200.5783232,196.579083,220.9212926,<LOQ,<LOQ,<LOQ,454.9732723,334.6176581,493.334622,<LOQ,<LOQ,<LOQ
142,Prometon,0.9976,1,11.1752023,10.7542557,11.75524258,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
143,Propazine,0.9876,1,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
144,Propranolol,0.9297,1,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,1073.467006,945.4898207,1180.710907,1085.965252,1174.880472,1327.908496,960.0641375,932.2240243,986.0353114,1136.783683,1082.55037,1142.12101,839.7923772,854.157958,794.9106768,1360.657192,299.7830095,830.2201007,871.0029439,838.040036,824.9156168,908.6493946,764.5985381,768.9293085,751.5631871,767.2830915,754.4760506,848.2969649,857.3443137,947.2680466,765.0082884,833.3815165,800.5826731,854.4783273,921.8230988,827.928323,679.4769475,639.3418725,727.937396,873.0711769,1158.254647,1032.236463,778.9545018,826.3412312,780.1156389,793.5640545,815.3767301,821.1973959,636.0431978,735.5353738,671.8109948,825.1052192,837.2415589,799.9214509,955.6953191,830.9213146,1031.483104,7.862369959,9.786300738,11.2806989
145,Pseudoephedrine,0.9864,5,<LOQ,5.950047525,<LOQ,4367.150329,<LOQ,6449.33103,3618.781246,<LOQ,10185.9801,11418.30081,13747.91776,11894.88986,4822.758649,3295.265506,4476.698259,3037.993817,6259.89182,4691.846176,541.2088598,863.4875334,1079.068077,16873.58114,19935.59804,18404.58959,4067.647244,3362.248397,12428.52264,10586.15456,2693.169991,8900.872044,2455.029427,4083.246134,6651.568935,9323.61459,1513.226788,9876.595733,2173.833957,1605.693865,2265.845146,2043.418355,4727.64597,2581.424303,5785.551924,<LOQ,4716.259755,2638.830462,3463.381781,2498.176055,418.2795738,470.7889271,524.118696,896.7149426,584.575839,1277.671822,886.6331859,581.5256354,2571.606869,934.3725003,1661.478546,658.9153409,3976.628684,2362.042976,2609.418356,7.510677176,9.520431697,8.928082228
146,rac threo-Dihydrobupropion,0.9957,1,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,5350.200136,5411.89738,5140.475475,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,5029.381953,4665.271163,4806.17074,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,6249.264526,5810.229683,5676.275791,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
147,Ranitidine,0.9911,25,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
148,Ritalinic_Acid,0.9851,25,<LOQ,<LOQ,<LOQ,463.5763091,357.986388,344.3439273,369.6400287,395.9534808,508.8013675,352.1435793,308.9180117,383.5563217,198.5752344,204.9331667,264.323306,190.763832,161.2076945,194.1412002,53.63706919,58.22956803,62.52985853,484.0774117,487.2750429,485.6762273,470.6620273,337.1421664,368.0103989,201.734849,347.7235916,369.3988554,267.024072,210.3736324,178.7602895,210.7035283,227.5846928,196.1645935,213.2269184,166.7973557,180.2044479,178.4279229,220.593934,226.9321556,205.7354629,209.7228458,147.071375,168.8482313,189.355716,166.0482591,113.2670727,102.7824251,105.0095068,108.7194574,101.0993437,88.49632684,143.4971178,155.2114289,138.7037544,151.6763496,142.5838257,150.4098324,263.2518468,230.8575578,271.3501758,<LOQ,<LOQ,<LOQ
149,Saccharin,0.9559,1,65.37391243,64.75446919,60.4057664,6237.411897,8054.396854,4812.251858,8235.206236,11299.30661,6325.73021,31157.92867,25137.65564,37430.62406,18412.38509,19304.94015,27905.8732,22947.79457,26154.12513,37924.66009,5217.935654,5510.651568,4002.036731,98516.61922,111224.9135,104870.7664,92607.06989,90790.93782,173921.097,29722.7974,17536.24744,36106.57028,17757.82538,20469.87981,12497.99094,9131.444763,13720.00066,7836.600721,7637.526634,6464.03017,9086.303771,9699.808061,8370.118726,10059.03688,6806.919154,4020.377404,5661.053867,5758.626323,4567.450727,3431.027913,2000.328127,2352.021535,2181.771537,2722.491129,3026.488685,2772.033885,4491.214497,3700.943367,5267.610525,3942.580172,4124.326117,4358.133082,18050.1882,14600.70539,17004.63977,30.4993376,26.58438317,31.64610482
150,Serotonin,0.9338,1,4.103279228,3.54534176,2.535830924,108.8421535,95.42524748,101.289409,119.9645691,121.2690709,112.5216563,160.5369232,179.3465378,117.4575177,67.54270519,69.07255428,65.74758696,34.15636724,47.64895315,32.17447485,48.15967917,39.60056473,40.75485084,91.01845312,90.53416794,90.77631053,74.69699424,81.08378235,86.28467282,67.93026361,<LOQ,87.58678123,59.38076454,46.88407822,51.09126827,44.60074727,55.1272981,47.35326778,176.9895131,38.39952906,38.84236044,44.79310672,63.84327874,49.25223044,59.70604248,62.66059447,53.77276282,64.88417282,56.67504715,49.3865028,32.29700505,31.17245444,28.7789931,28.32979921,30.77553773,40.26981733,37.99583736,31.04586123,45.60582129,33.78332657,30.63843194,26.19392839,98.86723325,69.21668181,68.34424264,3.195906893,1.068315682,2.167931577
151,Sertraline,0.9224,500,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,29507.61611,26321.00062,40101.85187,24015.8599,29070.95584,21997.50905,26063.47694,33380.8853,29898.71013,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,29358.75372,30925.24967,31063.76173,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
152,Siduron,0.9975,1,97.62703121,105.4878244,95.10620003,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,34.10712726,39.81435282,42.98617689,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,52.95577935,49.44787581,50.86386461
153,Simazine,0.0449,NA,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM
154,Sitagliptin,0.9821,50,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,353.0046523,293.8385272,316.6650217,307.3462758,241.4136043,242.3734159,222.7660446,233.3664155,260.6268994,212.6137935,284.2816816,387.76043,262.5462764,350.0981391,263.2303628,367.6899002,311.7094897,339.699695,254.696993,263.3365699,364.8927585,181.0061913,265.6402193,223.163976,284.6790847,419.8009225,284.0223556,432.0940273,315.7372731,310.1386467,287.4424084,278.0831114,313.5752059,346.8368774,308.6703061,254.1485126,236.1481632,261.2073339,357.414787,313.0934661,192.0028362,286.4023391,167.9892257,161.197821,181.4797577,122.2633529,194.9090678,152.3888824,228.2188968,265.2554178,252.7439739,258.2949604,259.7859463,174.822944,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
155,Sotalol,0.9959,1,<LOQ,<LOQ,<LOQ,538.276566,504.4639222,592.8229553,494.6794306,568.6395491,535.403663,524.6308145,431.7159123,472.502096,490.3719312,495.9092053,460.5653368,498.3869391,567.1149347,547.0949679,505.5308374,502.071261,492.2147904,683.8214738,623.2767943,653.5491341,511.9022776,516.0763098,622.5578544,490.2479326,580.486583,563.2478539,510.4899121,536.0053843,653.5662847,601.9953887,614.7686853,597.1271895,530.1598043,553.147674,579.6831026,456.3878206,526.2766383,562.3609963,480.483028,640.3699228,522.9027333,712.8206351,634.4506128,673.0433521,338.0395526,328.9648791,367.594791,429.2831544,453.7383101,459.4693571,483.7146906,457.2286012,453.2389242,445.7619661,438.0225595,418.3771446,413.7789363,379.9392362,435.0924227,5.974708302,6.596610667,7.450783252
156,Sucralose,0.8557,1,<LOQ,<LOQ,<LOQ,82274.85754,102735.5472,65953.19884,49669.09722,70801.32482,41553.59048,86543.83289,70628.04918,100370.0772,46618.95588,48936.66517,70674.87484,46658.6344,51260.01525,74996.82945,57864.92667,60062.24406,45803.83014,59117.43781,65165.15045,62141.29413,64222.46001,60652.81298,116223.4509,94754.38439,60041.10625,117441.5769,85250.45144,100183.2526,60017.91895,69544.66898,98570.3345,53554.74012,69146.77869,60615.13571,78205.75677,65691.44502,56519.83297,66833.26178,79944.04102,48081.25088,69745.93234,76891.44043,66290.43679,49204.61193,32690.98545,37282.64433,33920.15245,37912.38092,42365.78105,38640.77666,41926.63632,35855.18091,49862.03513,33165.45775,34228.5152,37486.28511,68487.60232,55036.26042,57704.70731,675.766209,640.8204282,670.6083492
157,Sulfadimethoxine,0.9947,5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
158,Sulfamethazine,0.9955,5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
159,Sulfamethoxazole,0.9128,50,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,1905.484653,2034.944165,2234.052795,3111.844673,1554.909798,3640.121448,4822.614729,4481.05688,3984.979383,1589.997689,1603.675518,3285.194552,984.3942021,934.688689,924.4899376,4496.428054,4519.889798,4508.158926,2868.898474,3790.508478,5277.190688,1697.535961,1420.501836,1433.333375,1155.792042,1779.202924,686.6103706,7374.953609,1670.309843,6523.602301,8873.464585,3585.339266,2248.627398,1568.508654,2543.553146,1184.620262,1490.618905,1306.063679,833.1951403,2921.422523,1865.222455,2004.61117,598.3333007,1004.774503,660.8120232,1978.78286,1513.324105,1203.417622,1819.688041,1867.138582,2058.703991,3055.796845,2132.195816,2428.606918,2909.070513,4666.785301,3119.162341,<LOQ,<LOQ,<LOQ
160,Sulfathiazole,0.9892,25,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
161,TDCPP,0.9258,1,89.79888584,110.4084363,76.78807172,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,541.1589341,330.1007366,432.1584828,386.1260891,285.5664543,349.8781417,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,306.5117328,199.1222793,368.9598051,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
162,Temazepam,0.9899,1,<LOQ,<LOQ,<LOQ,128.6979045,154.9882781,115.5724918,170.9285961,142.5946601,142.9664469,150.8121332,134.8936515,166.1932921,147.4536887,160.2310514,145.2555063,164.506132,193.210881,165.9632559,140.4874913,138.7044241,161.2259496,156.3202441,171.5867891,163.9535166,184.8026456,146.6349761,166.0618711,154.8785902,155.6386873,159.184651,140.4908114,168.7628384,157.7945444,132.7887777,145.4529991,130.4177972,144.3810327,135.2517302,135.7377831,144.7482605,134.9686817,127.9325373,170.6147517,157.2212583,164.6339571,143.9808481,146.0287314,142.8209647,114.7812666,118.5289608,112.6874509,134.4626128,119.5466847,122.1214215,136.3142573,149.5908176,163.7363322,143.9381217,130.3106376,140.0966534,150.2353735,132.2373176,149.8739168,<LOQ,<LOQ,<LOQ
163,Testosterone,0.9908,1,1.025137507,4.97659264,1.589635482,113.2236262,126.2065268,101.2905353,42.14592838,71.87036478,132.5673325,81.76430677,107.9364123,58.88123631,36.04779861,74.48869977,38.51060602,70.98330989,30.3377701,37.55719626,40.85273694,33.05990832,116.5052791,66.774801,117.4425719,92.10868647,29.98231619,65.75378925,131.1576239,51.48292389,67.44810162,82.8415997,83.18277822,43.96253632,48.52026906,54.52147193,44.75420656,21.53238994,<LOQ,<LOQ,<LOQ,116.7496743,79.60027263,43.40609522,26.99836612,95.98177928,35.58105391,51.29540989,55.32065231,69.98366136,28.57116272,<LOQ,32.04324407,20.22903598,25.3451919,5.886431053,<LOQ,<LOQ,<LOQ,16.18377103,<LOQ,25.22258141,88.35979089,224.3061597,174.9234888,2.387435699,0.528882823,-0.142442939
164,Thiabendazole,0.9933,25,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,32.84408421,33.6695377,25.1441271,<LOQ,28.85127218,<LOQ,<LOQ,<LOQ,34.93500516,27.64708702,30.92539005,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
165,Tramadol,0.9894,25,<LOQ,<LOQ,<LOQ,2282.181354,2202.667838,2396.956802,3208.277052,2337.897494,3290.036137,2175.056051,1875.507267,2019.284065,2363.962902,2095.510555,1997.422155,2090.568802,1926.113408,2127.518727,2050.003201,2116.944152,2081.830394,2344.166992,2531.95719,2438.062091,2006.411691,2059.689025,1931.262049,1938.583162,2096.268344,1970.642184,2170.649108,2341.245244,1980.474442,2356.88836,2046.997994,1973.188387,2121.89698,2281.010786,2282.820145,1639.170651,2083.452263,1806.836035,2222.845269,1894.771,2154.858262,1844.583347,1835.481298,1821.302905,1314.027719,1295.00585,1379.847767,1552.216972,1449.210378,1429.500618,1604.410443,1547.921789,1585.883835,1648.159332,1541.854428,1602.159093,1561.945573,1643.317824,1541.31237,35.2236205,28.77307816,32.87163892
166,Triamterene,0.9761,25,<LOQ,<LOQ,<LOQ,191.6011473,102.9600635,112.5221014,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,51.76989242,44.76581624,80.76222048,42.33414089,51.74535337,54.94069141,47.85582852,73.15629932,50.91072763,<LOQ,<LOQ,<LOQ,83.45833599,77.52698146,86.68080465,57.1543666,79.66533357,57.60170092,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,87.54340652,74.33860783,47.58111916,<LOQ,<LOQ,<LOQ,89.07028008,105.8475401,75.18911227,85.95960087,99.70115833,83.73366197,107.7035227,75.09448128,52.21481619,76.83939939,91.90057741,83.8647556,<LOQ,<LOQ,<LOQ,112.004758,75.45689179,101.4901983,76.11235246,65.40012955,101.9400608,<LOQ,<LOQ,<LOQ
167,Tributyl_phosphate,0.9094,1,892.6191316,747.8263118,683.8980032,3065.219111,2100.979927,1416.580884,1303.844778,2128.71059,1057.464684,1772.252077,1472.373644,1506.682834,420.6214433,662.470295,561.4707709,917.2021091,804.1476116,807.124375,508.7829042,606.6893989,562.4698353,3321.016836,3356.023605,3338.52022,1869.05278,1131.599598,2114.796208,1196.714313,1654.937424,1930.003987,1168.572519,1857.230735,2261.017021,1424.048938,1027.229872,1150.238638,1059.193632,662.6431024,616.9202363,925.3387742,836.5067106,999.0493286,2490.009353,1434.979323,1247.505664,814.2822841,957.2763091,840.6050415,270.5375659,252.352332,263.3712357,275.6230824,281.975208,301.8279756,576.3610387,439.9794311,733.9373217,383.9564307,376.2126585,494.6341687,812.2150376,648.5384011,966.9045601,-31.29958455,-43.72572834,-30.58377323
168,Triclosan,0.0746,NA,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM
